ing,taas
Inquire,Laan
Inquiry,Laan
Insane,Vorohah
Insanity,Vorohah
Inscription,Dwiisinda
Insect,Pusojur
Insecticide,Kriipusojur
Insecure,Meyarnkei
Inseparable,Niskrenok
Insert,Koris
Inside,Ko
Insight,Koraav-Vahzen
Insignificant,Vonizraad
Insipid,Kenvu
Insist,Ziidol
Insolence,Duziirah
Insolent,Duziir
Insomnia,Praanvuhah
Insomuch,Fodos
Inspect,Siivahzen
Inspector,Vahzen-Tovitaan
Inspiration,Shaan
Inspirational,Shaan
Inspire,Shaan
Instability,Votarnom
Instance,Getiid
Instant,Kusil
Instead,Sinon
Instigate,Drunkoros
Instill,Gerev
Instinct,Drenkiin
Instinctual,Hahkiin
Institute,Mindaziir
Instruction,Mindovaat
Instrument,Verlovaasniir
Insult,Faazrot
Intact,Vokrent
Intangible,Vohaalvut
Integrate,Kolov
Integration,Kolovend
Integrity,Muledil
Intellect,Mindosil
Intelligence,Mindosil
Intelligent,Mindosaal
Intend,Sukah
Intense,Indagriin
Intent,Sukaat
Intention,Sukaat
Interact,Vothdreh
Interchangeable,Vinevuld
Intercourse,Kothrakaas
Interest,Kusah
Interested,Kusahraal
Interfere,Kropah
Interference,Kropahvok
Internet,Vozahkel
Interplanar,Nixlein
Interplanetary,Nixlein
Interrupt,Diinek
Interruptive,Diinektaas
Intervene,Krozu
Intervention,Krozund
Intestine,Kipaar
Intimate,Yoritiiv
Intimidate,Verluz
Into,Kotin
Intoxicated,Teivo
Introduce,Grist
Introduction,Gristend
Intruder,Volaan
Invade,Aad
Invader,Aadiik
Invalid,Nivahpruzah
Invasion,Aadak
Invent,Ufiin
Invention,Yunaan
Inventor,Ufiinsiik
Inventory,Vuukeitz
Investigate,Siivahzen
Investigator,Vahzen-Tovitaan
Invincible,Niviik
Invisible,Vonuz
Invitation,Komeykaan
Invite,Komeyk
Invoke,Nahfaal
Involve,Vothiz
Invulnerability,Nisahraanom
Invulnerable,Nisahraan
Inward,Kotiv
Ion,Ofan-Rimalureyd
Iron,Dol
Ironic,Bodoraal
Irony,Bodoraas
Irregular,Voqurnen
Irregular,Sonziik
Irrigate,Lomnahkip
Irrigation,Lomnahkip
Irritate,Motag
Is,Los
Island,Por
Isle,Por
Isolation,Okulom
Isolationist,Okulomiik
Issue,Komeyt
Issued,Komeyt
It,Nii
Itch,Zom
Itchy,Zomus
Item,Vuuk
Its,Niil
Itself,Nimaar
Ivarstead,Hillgrundhofkah
Ivory,Ozinvey
Ivy,Eviin
Jab,Malkinz
Jabber,Tarukun
Jackdaw,Sadolm
Jacket,Kosungir
Jade,Osvanir
Jagged,Alzit
Jaguar,Fahmeykaaz
Jam,Sevnov
Janitor,Shuniik
January,Feylil
Jar,Bexaat
Jarl,Bronjun
Javelin,Gahfustum
Jaw,Jot
Jay,Biiz
Jealous,Zokulaad
Jealousy,Kulaad
Jelly,Sevnov
Jellyfish,Lomulzen
Jerk,Gahrk
Jest,Yirt
Jester,Yirtiik
Jewel,Sogaal
Jeweler,Brigeltiik
Jewelry,Brigelt
Job,Krotz
Jog,Gru
Join,Aav
Joint,Aavin
Joke,Yirt
Joker,Yirtiik
Jolly,Inlok
Josh,Dubah
Journal,Pelgah
Journey,Wundaak
Journeyman,Kurlahmun
Joust,Fust
Jovial,Inlok
Joy,Jiik
Joyful,Zojiik
Joyless,Jiiknu
Judge,Thunuth
Judge,Maat
Jug,Piniir
Juice,Frukilom
Juicy,Frukilomus
July,Shulnaar
Jump,Thral
Junction,Aavin
Juncture,Aavin
June,Mitheruvos
Jungle,Lufeykro
Juniper,Ronadir
Junk,Dahstin
Just,Zeydo
Just,Nunon
Justice,Zeydaan
Justifiable,Visgezeyd
Justify,Gezeydah
Juvenile,Nebenaraan
Kalpa,Tein
Kamal,Odhokzii
Kangaroo,Saakaviir
Karst,Tuzahrol
Katana,Yalzahkrii
Keep,Dein
Keep,Anhiim
Keeper,Deinmaar
Ketchup,Sufol-Portav
Kettle,Kramin
Key,Gaat
Keyboard,Ozinveyhaal
Keystone,Qulekolz
Khajiit,Kaaz
Khajiiti,Kaazuv
Kick,Ster
Kickball,Ster-Niiv
Kidnap,Fusaav
Kidnapper,Fusaaviik
Kidney,Brijaal
Kill,Krii
Killer,Kriid
,noun
Kiln,Yolvost
Kilogram,Tonkranek
Kiloliter,Tonpozaar
Kilometer,Tonmezaar
Kilt,Skovaan
Kin,Fron
Kind,Dremsil
Kind,Eylok
Kindergarten,Kiir-Mindaziir
Kindle,Geyol
Kindness,Dremsilaar
Kindred,Fron
Kinetic,Bonuv
King,Jun
Kingdom,Junaar
Kingly,Junus
Kingship,Jundein
Kinship,Fronmaar
Kinsman,Fron
Kinsmen,Fron
Kiss,Vesey
Kitchen,Katurah
Kite,Venzoriik
Kitten,Kaazloz
Kiwi,Omfruk
Knee,Kru
Kneecap,Krahral
Kneel,Krumah
Knife,Dalk
Knight,Kendaar
Knit,Pronah
Knob,Vuldrod
Knock,Klaan
Knot,Snaad
Know,Mindok
Knowable,Mindok
Knowledge,Mindah
Knowledgeable,Mindaal
Known,Mindok
Koala,Reythkodaav
Korvanjund,Korvanjund
Kyne,Kaan
Label,Faan
Labor,Kroson
Laborious,Krosonkei
Labyrinth,Nahgriinos
Lace,Jivon
Laceration,Skeniir
Lack,Vankar
Ladder,Stegniir
Ladle,Vorlem
Lady,Reg
Laid,Nok
Lair,Praav
Lake,Lotlom
Lamb,Smahlin
Lament,Freydah
Lamentation,Freydaan
Lamenter,Luvmahliik
Lamia,Prakemiil
Lamp,Kunfaad
Lance,Kinzuk
Lance,Sunah
Land,Himdah
Land,Golmah
Landfall,Golmah
Landmine,Nebengol-Dinok
Landscape,Noksenor
Landslide,Golmah
Language,Tinvok
Lantern,Haalkun
Lanyard,Rahvurd
,noun
Laptop,Vaaltspiin
Larceny,Gahritaar
Larch,Laakis
Large,Lot
Larynx,Zulbex
Lascivious,Zosahlos
Laser,Morahkun
Lash,Kaatoz
Last,Grolah
Last,Laat
,noun
Lasting,Lotiid
Late,Spein
Later,Zuspein
Latitude,Lingrunrei
Latrine,Nevstorn
Latter,Mindliik
Laud,Forun
Laugh,Nep
Laughter,Nepend
Launch,Kuyiz
Lava,Goraag
Lavatory,Shunstaad
Lavender,Vaslahl
Law,Thun
Lawful,Zothun
Lawless,Thunvu
Lawyer,Thuniik
Lay,Nok
Layer,Nokiiv
Lazurite,Biivild
Lazy,Nibo
Ländler,Latiidshovok
Lead,Raak
Lead,Solog
Leader,Kinbok
Leadership,Kinbokrot
Leaf,Fuhil
League,Tokah
Leak,Sliis
Leal,Mid
Lealty,Midrot
Lean,Skiis
Leap,Thaal
Learn,Mindos
Leash,Qatah
Least,Jok
Leather,Reld
Leatherwork,Zireld
Leatherworker,Zireld
Leave,Lif
Lecture,Lingrot
Ledge,Hiilah
Leech,Lun
Leech,Lunlir
Leek,Laakir
Left,Vahlut
Leg,Ogiir
Legacy,Zoortah
Legal,Thunuv
Legend,Zoor
Legendary,Zooruv
Legion,Lahvirn
Legionnaire,Lahvirnaar
Legitimate,Vahpruzah
Lemon,Ahzur
Lemur,Hizenul
Lend,Bodiir
Length,Lingraan
Lengthen,Gelingrah
Lengthy,Lingrus
Leopard,Kaazegram
Lesbian,Medliinvas
Less,Jos
Lessen,Geson
Lesser,Atumei
Lesson,Mindovaat
Lest,Leh
Let,Vos
Lethal,Dilos
Letter,Maldey
Lettuce,Salaat
Level,Yel
Level,Eytaag
Level,Gerinid
Lever,Lotah
Leviathan,Liisunvaar
Levitate,Horaat
Lewd,Niyusgri
Lexicon,Zereim
Liar,Nokin
Libel,Furgaan
Liberate,Liid
Liberation,Liidak
Liberty,Lii
Librarian,Olakaan
Library,Olak
Lich,Dinokaar
Lichen,Mavirk
Lick,Vunut
Licorice,Vediraz
Lid,Kovolkniir
Lie,Nok
Liege,Maljun
Liegeman,Aarzul
Lies,Nok
Life,Laas
Lifely,Laasuv
Lifestyle,Venselaas
Lift,Gelok
Light,Seh
Light,Kun
Light,Geyol
Lighten,Gefask
Lighter,Geyoliik
Lighthouse,Yolangaar
Lightning,Qo
Like,Mos
Like,Med
Likeable,Vimos
Likeliness,Grozahom
Likely,Grozah
Likeness,Ilir
Likewise,Medven
Lily,Ahreyt
Lilypad,Horit-Ahreyt
Limb,Faak
Limber,Krehlim
Lime,Masek
Limestone,Sotgolz
Limit,Kes
Limited,Kesaal
Line,Rei
Lineage,Tiidnavir
Linen,Vozriis
Linguist,Tinvokin
Linguistics,Hahsezul
Link,Kobiil
Lion,Am
Lip,Kroslen
Lipstick,Kroslenahin
Liquid,Bovaal
Liquify,Gebovaal
Liquor,Jum
Lisp,Baansir
List,Keitz
Listen,Gir
Listener,Giriid
Lit,Kunz
Liter,Pozaar
Literacy,Sikoraav
Literal,Koseik
Literalness,Koseik
Literate,Sikoraav
Litter,Liqos
Little,Vogaan
Little,Mal
Live,Nahlaas
Live,Lahney
Lively,Zolaas
Liver,Heikel
Livestock,Buf
Living,Nahl
Lizard,Siigonis
Llama,Reynak
Lo,Ond
Load,Klad
Load,Wid
Loaf,Ahlaaf
Loan,Geid
Loath,Lahey
Loathe,Lahey
Lobster,Okaazklav-Hot
Local,Leyvah
Locate,Siivut
Location,Nizaag
Lock,Qulek
Lockpick,Qubex
Locksmith,Verqulekin
Lodestone,Aavgolz
Loftiness,Lokom
Lofty,Lokus
Log,Umaak
Logic,Gahziin
Logical,Gahziinuv
Loiter,Driinod
Lollipop,Tefsunaat
Lone,Naalein
Loneliness,Okulom
Lonely,Naalein
Loner,Naaleniik
Long,Lingrah
,verb
Longboat,Okaadah
Longbow,Lingrahlax
Longitude,Lingrei
Longshoreman,Staalzer
Longsword,Lingrahtuz
Look,Frolok
,verb
Loom,Lokun
Loop,Kenlok
Loophole,Meyven
Loose,Gaar
Loot,Nahkuz
Looter,Nahkuziik
Lord,Drog
Lordly,Drogus
Lordship,Thur
Lore,Yoro
Loredas,Strunsul
Lose,Saan
Loser,Saanin
Loss,Saan
Lost,Sizaan
,noun
Lot,Kung
Lotion,Shuniir
Loud,Shar
Loudness,Sharom
Lovable,Vilokaal
Love,Lokaal
Lovely,Lokaalus
Lover,Lokaliin
Low,Muah
Low,Lum
Lower,Gelum
Lower,Atumei
Lowlife,Banaak
Loyal,Mid
Loyalist,Midzul
Loyalty,Midrot
Luck,Gluus
Lucky,Gluuskei
Ludicrous,Wiiv-Balaan
Luggage,Kahlos
Lullaby,Laagvaas
Lumber,Gosvah
Luminous,Zokun
Lunar,Iilahnuv
Lunatic,Vorohahmun
Lunch,Haaz
Lung,Sumaas
Lure,Lovut
Lure,Horvut
Lurk,Nahkrop
Lurker,Nahkropiik
Lush,Saavir
Lust,Sahlos
Lustful,Zosahlos
Lute,Nauaas
Lycanthropy,Munralok
Lyre,Bexnauaas
Lyric,Mirodaat
Ma'am,Zoh
Mace,Qator
Machine,Kronimaar
,noun
Machinery,Kronimaar
Mad,Vorohah
Madman,Vorohahmun
Madness,Vorohah
Maelstrom,Zuld
Magazine,Meykel
Mage,Lahzey
Magenta,Minooka
Magic,Lu
Magical,Luhaal
Magician,Lahiik
Magicka,Lah
Magistrate,Kriisjor
Magma,Goraag
Magnet,Aavgolz
Magnetic,Aavgolz
Magnetite,Aavgolz
Magnificence,Lotaan
Magnificent,Lotaniik
Magnifier,Koraaveyz
,noun
,noun
Magpie,Olmgahrot
Mahogany,Musanrak
Maid,Vahdinaar
Maiden,Vahdin
Mail,Biirn
Mailbox,Funrahoskad
Maim,Juk
Main,Maag
Maintain,Skilaan
Majestic,Valinaar
Majesty,Vahlin
Major,Hezdremhah
Make,Wahl
Maker,Wahliik
Malachite,Haaragelt
Malady,Ziiklah
Male,Punmak
Malevolent,Vokulhah
Malice,Ahzul
Malicious,Ahzulkei
Malware,Krasrikuth
Mammal,Zamak
Mammoth,Mamutah
Man,Deyn
Man,Jul
Mana,Lah
Manage,Inkoraav
Management,Kroskinbok
Manager,Lahvriiluz
Mandate,Fusrot
Mane,Raziir
Manganese,Sholatz
Manger,Hodraan
Mango,Kreinfruk
Maniac,Nahjor
Manic,Hekofir
Manifest,Nunahst
Manipulate,Sharaan
Mankind,Jul
Manmade,Joormur
Manmer,Munfahliil
Mannequin,Qahmunus
Manner,Vensedren
Manners,Prudaaven
Manslaughter,Vosukaat-Krii
Manual,Haal-Sharaan
Manual,Drezujah
Manuscript,Peliik-Haal
Many,Pogaan
Maormer,Briinfahliil
Map,Grund
Maple,Musuur
Mapmaker,Grundiik
Mar,Juk
Marauder,Uroksvaal
Marble,Liizuk
March,Diistmaas
March,Yoriik
Mare,Keyrek
Marijuana,Dulfuhil
Mark,Ziik
Markarth,Golzewer
Market,Vezar
Marmalade,Sevuryuv
Maroon,Prunsahqo
Marriage,Aavlaas
Marry,Aavlaas
Marsh,Zanos
Marshmallow,Sufoluftahin
,noun
Martinet,Vahkaasin
Martyr,Jisdeyn
Martyrdom,Jisdeynaan
Marvel,Keyr
Marvelous,Zokeyr
Masculine,Punmakuv
Mask,Rahvok
Masochism,Ahraan-Jiik
Masochist,Ahraan-Jiik
Mason,Golziriik
Masonry,Golzir
Mass,Feyal
Massacre,Pogaankrii
Masser,Rilahk
Massive,Makil
Mast,Maz
Master,In
Masterpiece,Lotkroson
Mastery,Inhus
Masturbate,Haal-Liin
Masturbation,Haal-Liin
Match,Met
Matchlock,Nos-Thulzun
Mate,Liin
Mate,Onliin
Material,Feluk
Maternal,Monahus
Math,Tokaas
Mathematics,Tokaas
Matriarch,Monahrel
Matriarchy,Monahrel
Matricide,Kriimonah
Matter,Trun
Maul,Juk
Mausoleum,Hofkahsedilon
Maw,Jot
Maximum,Zokiv
May,Aal
May,Ziistmaas
Maybe,Aalkos
Mayonnaise,
Maze,Hiznaar
Me,Zey
Mead,Geikaal
Meadow,Vasaar
Meager,Malaas
Meagre,Puswaarth
Meal,Kipraan
Mean,Vodremsil
Mean,Seik
Meander,Stinrovaan
Meaningful,Seikaal
Meaningless,Seiknu
Means,Fosoth
Meantime,Fiid
Meanwhile,Fiid
Measure,Malz
Meat,Sliin
Meatloaf,Sliinbrot
Mechanic,Drungeltlaas
Mechanism,Kronimaar
Medal,Krelt
Medallion,Kaagrelt
Meddle,Kropah
Median,Mithan
Medic,Vahraniik
Medicine,Vahranim
Mediocre,Mit
Meditate,Hadriid
Meditation,Hadriidak
Meditative,Hadriidav
Medium,Mit
Meet,Grind
Megaphone,Risaakhoniir
Megaton,Kaaguvthon
Melancholy,So
Melody,Honvaas
Melon,Mahan
Melt,Frein
Member,Vahmaan
Membrane,Yalkaraak
Memorable,Bahlaan-Dahmaan
Memorial,Qethsegol
Memory,Vahrukt
Men,Muz
Menace,Rahvul
Menagerie,Raanahkoraav
Mend,Vokren
Menstruation,Iilah-Krasaar
Mental,Hahnuv
Mentality,Gaansevah
Mention,Nenfah
Mentor,Mindovin
Mentorship,Mindovin
Meow,Kaazul
Mer,Slaag
Mercenary,Sovrahzun
Merchant,Solgaaz
Merciful,Aazaal
Merciless,Aaznu
Mercury,Silon-Lom
Mercy,Aaz
Mere,Nunal
Merge,Domiit
Merit,Maleyk
Mermaid,Munikin
Merman,Munikin
Merrier,Zuloraan
Merry,Loraan
Mesh,Jivon
Mess,Thesk
Message,Funrah
Messenger,Funrahiik
Messy,Theskus
Met,Grind
Metal,Gelt
Metallic,Gelt
Metalloid,Gelteyd
Metamorphosis,Vuldakbuld
Metaphor,Briimed
Meteor,Mahfil
Meteorology,Hahselokos
Meteorshower,Filmah
Meter,Mezaar
Method,Vensedren
Metronome,Tiid-Haalziik
Mettle,Sildwiin
Microbe,Zokmalraan
Microchip,Rikahtus
Microorganism,Zokmalraan
Microphone,Rihoniir
Microscope,Malkoraav-Miin
Microwave,Riyahnol-Bexaat
,noun
Middas,Wuthsul
Midday,Hefsul
Middle,Mith
Middling,Mit
Midget,Hefmun
Midnight,Hefvulon
Midst,Mith
Might,Uld
Might,Sahrok
Mighty,Sahrot
Migrate,Prodaz
Mild,Vindo
Mile,Tren
Milestone,Strunaar
Milieu,Gekenlokin
Military,Fussekein
Militia,Frulahvu
Militiaman,Frulahzun
Milk,Liik
Mill,Pund
Millennium,Toneruvos
Millimeter,Siimezaar
Millimetre,Siimezaar
Millipede,Pogaanogiir
Mimic,Laniziik
Mind,Hah
Mindful,Zohah
Mindless,Hefahus
Mine,Vungol
Mine,Dii
Minecart,Vungolkey
Mineral,Viin-Gol
Minimize,Gemal
Minimum,Sukiv
Minion,Malaar
Minnow,Malikin
Minor,Mol
Minotaur,Kalumun
Mint,Iraz
Minuet,Fasklovaas
Minute,Jazbaar
Miracle,Rahofan
Miraculous,Rahofan
Mirage,Fiikath
Mirror,Fiik
Misandry,Punmak-Irkbaan
Mischief,Lakif
Misdeed,Vosod
Misdirect,Voraak
Miserable,Tiiraazak
Misery,Faazhus
Misfortune,Vogluus
Mislead,Voraak
Misogyny,Miil-Irkbaan
Miss,Staavek
Missile,Yolfusgelt
,noun
Mission,Ahsod
Mist,Bruh
Mistake,Tozein
Misty,Bruhus
Mithril,Uft-Dwiin
Mitten,Faadhalriiv
Mix,Hilk
Mixture,Hilkaan
Mnemonic,Vahruktuv
Moan,Galv
Moat,Gekenlom
Mob,Feyal
Mobile,Visbo
Mock,Wiiv
Mockingbird,Loklaniziik
Mode,Meziv
Model,Venselor
Moderate,Mit
Modern,Nudraan
Modest,Yusgri
Modesty,Yusgriim
Modification,Vuldak
Modifier,Vuldiik
Modify,Vuld
,noun
Mole,Thok-Serk
Molten,Yolget
Moment,Getiid
Momentariness,Maltiidom
Momentary,Maltiid
Momentum,Bofus
Monarchy,Relsedu'ul
Monastery,Ronir-Hofkah
Monday,Iilahsul
Monetary,Yulduv
Money,Yuld
Mongoose,Vithah
Mongrel,Tingrol
Monitor,Bodein
Monk,Ronir
Monkey,Atumun
Monocle,Koraaveyz
Monolith,Budiik
Monopoly,Qorpiraakt
Monotheism,Geinrah
Monotheistic,Geinraal
Monotonous,Alunrinis
Monster,Riil
Monstrous,Riilkei
Month,Tik
Monthly,Tikus
Monument,Qethsegol
Moo,Muah
Mood,Hahmoor
Moon,Iilah
,noun
Moonlight,Iilahkun
Moonlit,Iilahkin
Moonstone,Iilahsegol
Moor,Ankol
Moor,Marstaav
Moose,Elz
Mop,Shunkeil
Moral,Greyz
Moral,Greyziik
Morale,Ziikol
Morality,Greyz
Morbid,Niroz
More,Zos
Morgue,Hofkahsedilon
Morndas,Iilahsul
Morning,Feyl
,noun
Morningstar,Zeikator
Moron,Meyuz
Moronic,Hefahus
Morrow,Mindinsul
Morrowind,Vulsoven
Mortal,Zahlaas
Mortal,Joor
Mortar,Mahkaag
Mosaic,Moziir
Mosey,Nelpaagol
Mosquito,Pusojur
Moss,Veydol
Most,Zok
Moth,Rak
Mother,Monah
Motherhood,Monahmaar
Motherly,Monahus
Motion,Bod
Motivate,Bemahraan
Motivation,Bemahraan
Motive,Mahraan
Motley,Dumedus
Motor,Suleykmithil
Motorcycle,Agrokey
Motorcyclist,Agrokeyd
Mound,Staag
Mount,Goz
Mountain,Strunmah
Mountainous,Strunmahus
Mourn,Luvmah
Mourner,Luvmahliik
Mournful,Sokei
Mournhold,Skahnov
Mouse,Dos
Mouth,Zalk
Mouth,Zahr
Movable,Visbo
Move,Bo
Movement,Bod
Movie,Bodilir
Moving,Vomulhaan
Mow,Mahv
Much,Pogaas
Mud,Grul
Mudcrab,Deytonik
Muddy,Grulus
Mudslide,Golmah
Muffin,Feylbrot
Mug,Beylot
Mulberry,Jonogah
Mule,Turog
Multiplication,Pogaav
Multiply,Pogaav
Multitude,Kung
Mumble,Timak
Munch,Krumon
Munchy,Krumonus
Mundus,Lein
Murder,Kriivah
Murderer,Krivaan
Murderous,Kriivahkei
Murmur,Sumah
Muscle,Mulzen
Museum,Selvaas
Mushroom,Kiibam
Music,Lovaas
Musical,Lovaasuv
Musician,Lovadro
,noun
Musk-Ox,Pookalul
Muskox,Pookalul
Muskrat,Ahzidom
Must,Kent
Mustache,Diwaan
Mustard,Grutsur
Muster,Lahvraan
Mutant,Vuldriil
Mutate,Vuld
Mutation,Vuldak
Mute,Nahliik
Mutilate,Modokraan
Mutilator,Modokriid
Mutter,Timak
Mutton,Vosig
Muzzle,Sumaraan
My,Dii
Myself,Dimaar
Mysterious,Digol
Mystery,Digoliik
Mystic,Lahnik
Mystical,Lahnik
Mysticism,Lahnikaar
Myth,Tey
Mythical,Teynuv
Nail,Haaljusk
Naked,Nunt
Nakedness,Nuntom
Name,Faan
Nap,Strimiin
Napalm,Yolunslaad
Narrate,Kofun
Narrow,Geyal
Narrow,Yal
Narwhal,Zahkaaron
Narwhale,Zahkaaron
Nasty,Gaas
Nation,Nor
National,Ulanhimdah
Nationalist,Norkaal
Native,Diistaak
Natural,Lunduv
,noun
Nature,Lund
Navigable,Virahn
Navigate,Kurlank
Navy,Okaalah
Nchardak,Benangaar
Near,Lov
Near,Lovun
Nearly,Prii
Nearness,Lovunaar
Nebula,Filgaaf
Necessary,Praagek
Necessitate,Skildir
Neck,Ruus
Necklace,Rahvum
Necromancer,Nahgahdinok
Necromancy,Strovodinok
Nectar,Yumaas
Nectarine,Shulhild
Nede,Naad
Need,Praag
Needle,Padir
Negate,Vo
Negation,Vo
Negative,Kovolzah
Neglect,Duzrah
Negotiate,Dremyah
Neighbor,Hofkahfron
Neighbour,Hofkahfron
Neither,Niney
Nemesis,Lotpaal
Nephew,Kravein
Nervous,Valk
Nervousness,Valkom
Nest,Leret
Net,Horvutaan
Netch,Nahrz
Nether,Negol
Network,Rigevoth
Neutral,Liizah
Never,Neh
Nevermind,Wook
Nevermore,Nidzos
New,Yun
Newbie,Seiraknid
Newborn,Yunkiin
Newcomer,Yuniik
News,Yunrot
Newspaper,Taldeykraan
Next,Borii
Nib,Pelniir-Klov
Nibble,Malfiit
Nice,Dremsil
Nice,Pruzah
Niceness,Dremsilaar
Nickel,Meysilon
Nickname,Nebenfaan
Niece,Sirvein
Niggardliness,Vofanaar
Niggardly,Vofan
Night,Vulon
Nightingale,Vusoven
Nightly,Vulonus
Nightmare,Hahvulon
Nimble,Qobo
Nimbleness,Qoborom
Nine,Yed
Nirn,Vus
Nirnroot,Vusarum
Nix-Hound,Zuthjotraan
No,Nid
Nobility,Nonvulaan
Noble,Nonvul
Nobleman,Nonvuliik
Noblewoman,Nonvuliik
Nobody,Nigein
Nock,Roronaaz
Nocturnal,Vulonaas
Nocturnal,Julon
Nocturne,Vulovaas
Nod,Noton
Node,Vokraaz
Noise,Honaat
Noisy,Honaatus
Non-Canon,Niron
Nonagon,Yedreid
Nonbeliever,Vokorahiid
Nonchalant,Sulak
None,Nid
None,Nigein
Nonsense,Goltnu
Nontoxic,Niloniiz
Noob,Seiraknid
Noobie,Seiraknid
Noodle,Surilim
Nook,Krek
Noon,Mithsul
Noone,Nigein
Noose,Ruusmatah
Nor,Nuv
Nord,Bron
Nordic,Bronuv
Normal,Qurnen
North,Brom
Northerly,Bromuv
Northern,Bromuv
Nose,Sumaar
Nostril,Sumaar
Not,Ni
Notable,Bahlaan-Morah
Notch,Mahrk
Note,Maldey
Notebook,Peldey
Noteworthy,Bahlaan-Morah
Nothing,Nid
Nothingness,Vozahnil
Notice,Ahmin
Noticeable,Ahminaal
Notion,Zaak
Nova,Filkaagend
Novel,Hahkel
Novelty,Yunaan
November,Kreintor
Novice,Ahtamun
Now,Nutiid
Now,Nu
Nowhere,Nistaad
Nuclear,Dukaag
Nude,Nunt
Nudism,Nuntun
Nudist,Nuntiik
Nudity,Nuntom
Nuisance,Nuthaak
Nuke,Dukaag
Nullify,Genul
Numb,Friist
Number,Tokaan
Nun,Ronir
Nurse,Vahraniik
Nurture,Vel
Nut,Maad
Nutty,Maadus
Nuzzle,Fadaav
Oak,Wol
Oar,Ur
Oath,Vahrot
Obedience,Thaarn
Obedient,Zothaarn
Obey,Thaar
Object,Vuuk
Object,Tegalrot
Objection,Tegalrotak
Obligation,Rahlodren
Oblige,Skildir
Obliterate,Skag
Oblivion,Oblivion
Oboe,Ahmosunaak
Oboist,Ahmosunaakin
Obscure,Ilosah
Obscurity,Ilosahaat
Observe,Korii
Observed,Koriaan
Observer,Koriim
Obsess,Gronhah
Obsession,Gronhah
Obsessive,Zogronhah
Obsidian,Qethsevulon
Obsolete,Tirzahtiid
Obstacle,Jiist
Obstruct,Tend
Obstruction,Tendrok
Obtain,Ofaal
Obtainment,Ofaalend
Obvious,Baarkei
Ocarina,Fahfiik
Ocarinist,Fahfiikin
Occasion,Korosend
Occupation,Krotz
Occupied,Ofir
Occupy,Kolahney
Occur,Koros
Occurrence,Korosend
Ocean,Briin
Octagon,Thiikreid
October,Fomah
Octopus,Voltolam
Ocular,Miinuv
Odd,Zurun
Ode,Wern
Of,Do
Off,Vau
Offend,Faazrot
Offense,Nostig
Offensive,Nostiguv
Offer,Miik
Offering,Ofanaat
Office,Krosorun
Official,Hariik
Offline,Vauvozahkel
Oft,Fahtiid
Often,Fahtiid
Oftentimes,Fahtiid
Ogre,Groonah
Oh,Oo
Oil,Karon
Oily,Karonus
Okay,Bek
Old,Wuth
,noun
Older,Zuwuth
Olive,Pugal
Omen,Rozol
Ominous,Dezmi
Omnipotence,Pahsuleyk
Omnipotent,Pahsuleyk
Omniscience,Pahmindok
Omniscient,Pahmindok
On,Nau
Once,Ont
One,Gein
Oneness,Pahgein
Oneself,Geinmaar
Onion,Laakir
Online,Nauvozahkel
Onlooker,Koriim
Only,Nunon
Onslaught,Noskriin
Onto,Amiv
Onward,Amativ
Onyx,Vex
Ooze,Vurusk
Opacity,Musveyom
Opal,Elkroz
Opaque,Musvey
Open,Bex
Opera,Zulkroson
Operate,Sharaan
Operative,Drenaal
Opinion,Drahlun
Opinionated,Golahreid
Opossum,Vulonserk
Opponent,Krizey
Opportunity,Grozein
Oppose,Kriz
Opposite,Krizaan
Opposition,Krizend
Oppress,Ukuz
Oppression,Ukust
Oppressor,Ukuziik
Optical,Miinuv
Optician,Vokremiin
Optimism,Kopruzah-Lorot
Optimistic,Kopruzah-Lorot
Option,Poguk
Or,Uv
Oracle,Nahgahzii
Orange,Solfruk
Orange,Sol
,noun
Orator,Tinvaakin
Orbit,Kenlok
Orc,Ogiim
Orca,Grohiik-Okaaron
Orchestra,Lovaaslid
Orchid,Irthaas
Orcish,Ogiimuv
Ordeal,Trun
Order,Uth
Ordinary,Qurnen
Ore,Mahgrii
Oregano,Uluthan
Organ,Kopraanmalur
Organism,Nahlkopraan
Organization,Tokah
Organize,Vorstaal
Orichalcum,Ogeliim
Orient,Voraak
Origin,Kose
Original,Kodiist
Originate,Gekose
Ornament,Setjahl
Ornamental,Setjahluv
Ornery,Bahlus
Orphan,Oth
Orsimer,Ogiim
Orsinium,Ogiimor
Orthodontist,Ahkt-Vahraniik
Osprey,Thusokriim
Ostrich,Rulokraan
Other,Vorey
Otherkin,Voreykiin
Otherwise,Hahvothzos
Otherworld,Volein
Otherworldly,Voleinus
Ouch!,Taak
Ounce,Alzah
Our,Un
Ours,Un
Ourselves,Unmaar
Out,Tir
Outcast,Govegein
Outcry,Zaan
Outdoor,Nebenbex
Outdoors,Nebenbex
Outer,Zutir
Outermost,Zoktir
Outfit,Detriived
Outlast,Grolah
Outlaw,Thunvu
Outline,Reitir
Output,Tirris
Outrage,Naaz
Outside,Tir
Outward,Tirtiv
Oval,Beznan
Over,Avok
Overall,Pahnim
Overburdened,Lotwid
Overcome,Nahmul
Overencumbered,Lotwid
Overflow,Gejahriitir
Overjoyed,Lotjiik
Overlap,Skorun
Overloaded,Lotwid
Overlord,Thur
Overlordship,Thur
Overmorrow,Mindirsul
Overpass,Avokstrah
Overpower,Nahmul
Overseas,Avokaaz
